rebellion_NOUN	восстание_NOUN
agree_VERB	согласовать_VERB
go_VERB	уходить_VERB
twin_NOUN	близнец_NOUN
release_VERB	выпускать_VERB
take_VERB	брать_VERB
magic_NOUN	магия_NOUN
october_NOUN	октябрь_NOUN
visit_NOUN	поездка_NOUN
influence_VERB	влиять_VERB
difference_NOUN	расхождение_NOUN
secondary_ADJ	средний_ADJ
guitarist_NOUN	гитарист_NOUN
fantasy_NOUN	фантазия_NOUN
selection_NOUN	отбор_NOUN
globe_NOUN	глобус_NOUN
invent_VERB	изобрести_VERB
journalism_NOUN	журналистика_NOUN
stand_VERB	стоять_VERB
year_NOUN	год_NOUN
powerful_ADJ	мощный_ADJ
plane_NOUN	самолет_NOUN
fee_NOUN	гонорар_NOUN
reception_NOUN	прием_NOUN
ball_NOUN	бал_NOUN
grand_NOUN	гранд_NOUN
sit_VERB	сидеть_VERB
queen_NOUN	царица_NOUN
bridge_NOUN	мост_NOUN
thanks_NOUN	спасибо_NOUN
fully_ADV	полностью_ADV
former_ADJ	бывший_ADJ
error_NOUN	ошибка_NOUN
guinea_NOUN	гвинея_NOUN
tape_NOUN	кассета_NOUN
shanghai_NOUN	шанхай_NOUN
declaration_NOUN	заявление_NOUN
associate_VERB	ассоциированный_VERB
sample_NOUN	выборка_NOUN
personally_ADV	лично_ADV
blake_NOUN	блэйк_NOUN
tale_NOUN	сказка_NOUN
host_NOUN	организатор_NOUN
engage_VERB	молвить_VERB
district_NOUN	район_NOUN
balance_NOUN	остаток_NOUN
idea_NOUN	идея_NOUN
fact_NOUN	факт_NOUN
tradition_NOUN	традиция_NOUN
energy_NOUN	энергия_NOUN
represent_VERB	представлять_VERB
mathematics_NOUN	математика_NOUN
unclear_ADJ	неясный_ADJ
burial_NOUN	похороны_NOUN
mental_ADJ	психический_ADJ
cost_NOUN	затрата_NOUN
cap_NOUN	кэп_NOUN
take_VERB	забрать_VERB
shooting_NOUN	съемка_NOUN
flee_VERB	бежать_VERB
racing_NOUN	скачка_NOUN
pianist_NOUN	пианист_NOUN
hook_NOUN	крюк_NOUN
georgia_NOUN	грузия_NOUN
combination_NOUN	комбинация_NOUN
experience_ADJ	опытный_ADJ
he_PRON	он_PRON
alternate_ADJ	альтернативный_ADJ
sight_NOUN	зрение_NOUN
remember_VERB	запоминать_VERB
matthew_NOUN	мэть_NOUN
specify_VERB	указать_VERB
interpretation_NOUN	толкование_NOUN
dick_NOUN	дикий_NOUN
duty_NOUN	обязанность_NOUN
combat_NOUN	бой_NOUN
prefer_VERB	предпочитать_VERB
grey_NOUN	серый_NOUN
nobel_NOUN	нобелевский_NOUN
militia_NOUN	ополченец_NOUN
commission_NOUN	комиссия_NOUN
drew_NOUN	др_NOUN
orlean_NOUN	орлеан_NOUN
certificate_NOUN	сертификат_NOUN
occasionally_ADV	изредка_ADV
promotional_ADJ	пропагандистский_ADJ
principle_NOUN	принцип_NOUN
division_NOUN	деление_NOUN
machine_NOUN	аппарат_NOUN
drop_VERB	уронить_VERB
jump_VERB	прыгнуть_VERB
improve_VERB	улучшать_VERB
incident_NOUN	происшествие_NOUN
infantry_NOUN	пехота_NOUN
stockholm_NOUN	стокгольмска_NOUN
banner_NOUN	знамя_NOUN
close_ADJ	закрытый_ADJ
subject_NOUN	субъект_NOUN
ice_NOUN	лед_NOUN
celebrate_VERB	праздновать_VERB
columbus_NOUN	колумб_NOUN
camp_NOUN	кэмп_NOUN
jew_NOUN	иудей_NOUN
dismiss_VERB	увольнять_VERB
architect_NOUN	архитектор_NOUN
ability_NOUN	способность_NOUN
monitor_NOUN	монитор_NOUN
mill_NOUN	милла_NOUN
wise_ADV	мудро_ADV
ref_NOUN	судья_NOUN
payment_NOUN	оплата_NOUN
luis_NOUN	луис_NOUN
policy_NOUN	политика_NOUN
nonsense_NOUN	вздор_NOUN
math_NOUN	математика_NOUN
leave_VERB	оставлять_VERB
believe_VERB	поверить_VERB
marriage_NOUN	брак_NOUN
external_ADJ	внешний_ADJ
miss_NOUN	мисс_NOUN
september_NOUN	сентябрь_NOUN
content_NOUN	материал_NOUN
drive_VERB	водить_VERB
interior_ADJ	внутренний_ADJ
carlo_NOUN	карластать_NOUN
wear_VERB	надевать_VERB
park_NOUN	парк_NOUN
food_NOUN	пища_NOUN
leadership_NOUN	руководство_NOUN
propose_VERB	предлагать_VERB
matrix_NOUN	матрица_NOUN
apply_VERB	применять_VERB
cape_NOUN	плащ_NOUN
information_NOUN	информация_NOUN
image_NOUN	образ_NOUN
iraq_NOUN	ирак_NOUN
satellite_NOUN	спутник_NOUN
model_NOUN	образец_NOUN
mark_NOUN	маркс_NOUN
boy_NOUN	мальчик_NOUN
limit_NOUN	лимит_NOUN
summit_NOUN	саммит_NOUN
sheet_NOUN	лист_NOUN
staff_NOUN	сотрудник_NOUN
syria_NOUN	сирия_NOUN
speech_NOUN	речь_NOUN
row_NOUN	строка_NOUN
lie_VERB	лгать_VERB
previously_ADV	ранее_ADV
manufacture_VERB	изготовлять_VERB
makeup_NOUN	грим_NOUN
division_NOUN	отдел_NOUN
francis_NOUN	фрэнсис_NOUN
korea_NOUN	корей_NOUN
maine_NOUN	мэн_NOUN
awareness_NOUN	осведомленности_NOUN
arc_NOUN	дуга_NOUN
slave_NOUN	раб_NOUN
herzegovina_NOUN	герцеговина_NOUN
beijing_NOUN	пекин_NOUN
help_NOUN	помощь_NOUN
colonel_NOUN	полковник_NOUN
allow_VERB	позволять_VERB
casualty_NOUN	жертва_NOUN
measure_NOUN	мера_NOUN
winner_NOUN	победитель_NOUN
summer_NOUN	лето_NOUN
anime_NOUN	аним_NOUN
reconstruction_NOUN	реконструкция_NOUN
armenia_NOUN	армение_NOUN
necessary_ADJ	необходимый_ADJ
cut_VERB	вырезать_VERB
shown_VERB	показывать_VERB
michael_NOUN	михаэль_NOUN
normal_ADJ	нормальный_ADJ
change_NOUN	перемена_NOUN
explain_VERB	объяснить_VERB
holiday_NOUN	отдых_NOUN
singapore_NOUN	сингапур_NOUN
line_NOUN	линия_NOUN
races_NOUN	гонка_NOUN
reservoir_NOUN	водохранилище_NOUN
widely_ADV	широко_ADV
beta_NOUN	бета_NOUN
probably_ADV	возможный_ADV
design_VERB	предназначать_VERB
daniel_NOUN	даниель_NOUN
corps_NOUN	корпус_NOUN
directly_ADV	напрямую_ADV
reliable_ADJ	надежный_ADJ
addition_NOUN	добавление_NOUN
address_NOUN	адрес_NOUN
website_NOUN	вебсайть_NOUN
land_NOUN	земля_NOUN
da_NOUN	дас_NOUN
moment_NOUN	минута_NOUN
triple_NOUN	тройной_NOUN
cyprus_NOUN	кипр._NOUN
reference_NOUN	ссылка_NOUN
show_NOUN	шоу_NOUN
proposal_NOUN	предложение_NOUN
presumably_ADV	предположительно_ADV
legion_NOUN	легион_NOUN
solid_ADJ	твердый_ADJ
nickname_NOUN	кличка_NOUN
spin_NOUN	вращение_NOUN
change_VERB	изменяться_VERB
short_ADJ	короткий_ADJ
oak_NOUN	дуб_NOUN
desire_NOUN	желание_NOUN
include_VERB	включить_VERB
escape_VERB	сбегать_VERB
quickly_ADV	быстро_ADV
category_NOUN	категория_NOUN
low_ADJ	низкий_ADJ
intersection_NOUN	пересечение_NOUN
convince_ADJ	убежденный_ADJ
testing_NOUN	испытание_NOUN
intend_VERB	предназначать_VERB
bass_NOUN	басса_NOUN
psychology_NOUN	психология_NOUN
declare_VERB	объявлять_VERB
rebellion_NOUN	бунт_NOUN
sentence_VERB	приговорить_VERB
awareness_NOUN	осознание_NOUN
pass_VERB	проходить_VERB
contribute_VERB	способствовать_VERB
world_NOUN	мир_NOUN
meeting_NOUN	совещание_NOUN
interview_NOUN	интервью_NOUN
index_NOUN	указатель_NOUN
weapon_NOUN	оружие_NOUN
charlotte_NOUN	шарлотта_NOUN
sur_NOUN	сюр_NOUN
implementation_NOUN	осуществление_NOUN
mercury_NOUN	меркурий_NOUN
develop_VERB	разрабатывать_VERB
logic_NOUN	логика_NOUN
communication_NOUN	сообщение_NOUN
herald_NOUN	геральд_NOUN
brunswick_NOUN	брансуик_NOUN
deploy_VERB	развернуть_VERB
sure_ADJ	уверенный_ADJ
impact_NOUN	эффект_NOUN
coalition_NOUN	коалиция_NOUN
parliamentary_NOUN	парламентский_NOUN
trust_VERB	доверять_VERB
concern_NOUN	забота_NOUN
mention_NOUN	упоминание_NOUN
autonomous_ADJ	самостоятельный_ADJ
scale_NOUN	шкала_NOUN
set_VERB	устанавливать_VERB
likely_ADV	вероятно_ADV
fifty_NUM	пятьдесят_NUM
fat_NOUN	жир_NOUN
collection_NOUN	сбор_NOUN
lewis_NOUN	льюис_NOUN
minority_NOUN	меньшинство_NOUN
aircraft_NOUN	самолет_NOUN
equipment_NOUN	оборудование_NOUN
tomb_NOUN	гробница_NOUN
act_NOUN	акт_NOUN
strike_NOUN	забастовка_NOUN
recipient_NOUN	получатель_NOUN
airline_NOUN	авиакомпания_NOUN
protect_VERB	охранять_VERB
traditional_ADJ	традиционный_ADJ
silver_NOUN	сильвирать_NOUN
obvious_ADJ	очевидный_ADJ
college_NOUN	колледж_NOUN
jone_NOUN	джонс_NOUN
file_VERB	подавать_VERB
again_ADV	опять_ADV
destruction_NOUN	разрушение_NOUN
younger_ADJ	молодой_ADJ
admit_VERB	признавать_VERB
anglican_ADJ	англиканский_ADJ
press_NOUN	пресс_NOUN
salt_NOUN	соль_NOUN
mitchell_NOUN	митчелл_NOUN
era_NOUN	эпоха_NOUN
method_NOUN	способ_NOUN
now_ADV	сейчас_ADV
competition_NOUN	соревнование_NOUN
movie_NOUN	фильм_NOUN
vanity_NOUN	тщеславие_NOUN
drummer_NOUN	барабанщик_NOUN
orbit_NOUN	орбита_NOUN
old_ADJ	старый_ADJ
bank_NOUN	бэнкс_NOUN
join_VERB	вступить_VERB
file_NOUN	файл_NOUN
walk_VERB	ходить_VERB
see_VERB	видеть_VERB
gender_NOUN	пол_NOUN
why_ADV	почему_ADV
man_NOUN	мужик_NOUN
bear_VERB	рождаться_VERB
regular_ADJ	регулярный_ADJ
columbia_NOUN	колумбия_NOUN
resource_NOUN	ресурс_NOUN
notice_NOUN	извещение_NOUN
memory_NOUN	воспоминание_NOUN
arbitration_NOUN	арбитраж_NOUN
substantial_ADJ	существенный_ADJ
cause_VERB	вызывать_VERB
suddenly_ADV	неожиданно_ADV
article_NOUN	изделие_NOUN
little_ADJ	маленький_ADJ
operation_NOUN	операция_NOUN
quarter_NOUN	квартал_NOUN
partly_ADV	отчасти_ADV
traffic_NOUN	пробка_NOUN
reality_NOUN	реальность_NOUN
princeton_NOUN	принстон_NOUN
comedy_NOUN	комедия_NOUN
equip_VERB	оснащать_VERB
responsible_ADJ	ответственный_ADJ
cavalry_NOUN	кавалерия_NOUN
housing_NOUN	жилье_NOUN
newspaper_NOUN	газета_NOUN
shakespeare_NOUN	шекспир_NOUN
larger_ADJ	крупный_ADJ
directly_ADV	непосредственно_ADV
identify_VERB	выявить_VERB
link_NOUN	ссылка_NOUN
schedule_VERB	планировать_VERB
repeatedly_ADV	неоднократно_ADV
definition_NOUN	определение_NOUN
order_NOUN	порядок_NOUN
purple_ADJ	фиолетовый_ADJ
departure_NOUN	выезд_NOUN
netherland_NOUN	нидерланды_NOUN
bring_VERB	привозить_VERB
view_NOUN	просмотр_NOUN
tournament_NOUN	турнир_NOUN
circle_NOUN	круг_NOUN
step_NOUN	ступенька_NOUN
engineer_NOUN	инжиниринг_NOUN
give_VERB	дарить_VERB
special_ADJ	специальный_ADJ
dublin_NOUN	дублин_NOUN
chess_NOUN	шахматы_NOUN
detail_NOUN	подробность_NOUN
student_NOUN	ученик_NOUN
strongly_ADV	решительно_ADV
clinton_NOUN	клинтон_NOUN
feedback_NOUN	отзыв_NOUN
ban_NOUN	запрет_NOUN
board_NOUN	доска_NOUN
lawyer_NOUN	адвокат_NOUN
benefit_NOUN	польза_NOUN
unity_NOUN	единство_NOUN
media_NOUN	медиа_NOUN
score_NOUN	счет_NOUN
foot_NOUN	стопа_NOUN
film_VERB	снимать_VERB
individual_ADJ	индивидуальный_ADJ
danny_NOUN	дэннь_NOUN
diverse_ADJ	разнообразный_ADJ
politician_NOUN	политика_NOUN
select_VERB	выбрать_VERB
customer_NOUN	покупатель_NOUN
upcoming_ADJ	ближайший_ADJ
independent_ADJ	независимый_ADJ
package_NOUN	пакет_NOUN
jazz_NOUN	джаз_NOUN
nationality_NOUN	гражданство_NOUN
seal_NOUN	печать_NOUN
pair_NOUN	пара_NOUN
wafe_NOUN	волна_NOUN
notable_ADJ	заметный_ADJ
american_NOUN	америка_NOUN
modern_ADJ	современный_ADJ
personal_ADJ	личный_ADJ
create_VERB	создавать_VERB
dominate_VERB	доминировать_VERB
bobby_NOUN	бобби_NOUN
regiment_NOUN	полк_NOUN
churche_NOUN	церковь_NOUN
abandon_VERB	бросать_VERB
two_NUM	два_NUM
taylor_NOUN	тэйлор_NOUN
metric_ADJ	метрический_ADJ
mines_NOUN	шахта_NOUN
exchange_NOUN	обмен_NOUN
want_VERB	разыскиваться_VERB
symptom_NOUN	симптом_NOUN
lift_VERB	поднимать_VERB
manage_VERB	удаваться_VERB
hat_NOUN	шапка_NOUN
bath_NOUN	баня_NOUN
entire_ADJ	целый_ADJ
participation_NOUN	участие_NOUN
student_NOUN	студентка_NOUN
country_NOUN	страна_NOUN
truth_NOUN	правда_NOUN
sequence_NOUN	последовательность_NOUN
evil_NOUN	злой_NOUN
chief_NOUN	вождь_NOUN
louis_NOUN	луис_NOUN
editorial_ADJ	редакционный_ADJ
population_NOUN	популяция_NOUN
tags_NOUN	тег_NOUN
down_ADV	вниз_ADV
dynamic_ADJ	динамический_ADJ
point_VERB	указывать_VERB
code_NOUN	кодекс_NOUN
form_NOUN	бланк_NOUN
heritage_NOUN	наследие_NOUN
decide_VERB	решить_VERB
length_NOUN	продолжительность_NOUN
cool_ADJ	крутой_ADJ
building_NOUN	строительство_NOUN
there_ADV	там_ADV
system_NOUN	система_NOUN
elect_VERB	избирать_VERB
private_ADJ	частный_ADJ
lead_VERB	вести_VERB
column_NOUN	колонна_NOUN
writer_NOUN	писатель_NOUN
trophy_NOUN	трофей_NOUN
law_NOUN	право_NOUN
room_NOUN	номер_NOUN
choice_NOUN	выбор_NOUN
locomotive_NOUN	локомотив_NOUN
picture_NOUN	фотография_NOUN
evening_NOUN	вечер_NOUN
road_NOUN	роуд_NOUN
attach_VERB	прилагать_VERB
patient_NOUN	пациентка_NOUN
attempt_NOUN	попытка_NOUN
unusual_ADJ	необычный_ADJ
moral_ADJ	моральный_ADJ
writings_NOUN	труд_NOUN
faculty_NOUN	преподаватель_NOUN
gallery_NOUN	галерея_NOUN
issue_NOUN	выпуск_NOUN
compilation_NOUN	подборка_NOUN
roger_NOUN	роджер_NOUN
prize_NOUN	премия_NOUN
commissioner_NOUN	комиссар_NOUN
editing_NOUN	редактирование_NOUN
cultural_ADJ	культурный_ADJ
sydney_NOUN	сидней_NOUN
correct_ADJ	правильный_ADJ
wood_NOUN	дерево_NOUN
development_NOUN	разработка_NOUN
summary_NOUN	резюме_NOUN
conference_NOUN	конференция_NOUN
piece_NOUN	кусочек_NOUN
indian_ADJ	индийский_ADJ
zero_NOUN	зеро_NOUN
source_NOUN	источник_NOUN
sweet_ADJ	сладкий_ADJ
workshop_NOUN	практикум_NOUN
pack_NOUN	стая_NOUN
serial_ADJ	серийный_ADJ
kill_VERB	убивать_VERB
bachelor_NOUN	холостяк_NOUN
moth_NOUN	моль_NOUN
operational_ADJ	оперативный_ADJ
chamber_NOUN	камера_NOUN
constitutional_ADJ	конституционный_ADJ
extension_NOUN	расширение_NOUN
composition_NOUN	состав_NOUN
paper_NOUN	бумага_NOUN
fishing_NOUN	рыболовство_NOUN
bruce_NOUN	брюс_NOUN
shot_NOUN	выстрел_NOUN
social_ADJ	социальный_ADJ
vancouver_NOUN	ванкувера_NOUN
white_ADJ	белый_ADJ
volleyball_NOUN	волейбол_NOUN
improvement_NOUN	совершенствование_NOUN
feat_NOUN	подвиг_NOUN
drink_NOUN	напиток_NOUN
surprise_NOUN	удивление_NOUN
german_NOUN	немец_NOUN
tall_ADJ	высокий_ADJ
effective_ADJ	эффективный_ADJ
grand_NOUN	грывать_NOUN
concern_NOUN	озабоченность_NOUN
comment_NOUN	замечание_NOUN
experiment_NOUN	эксперимент_NOUN
recently_ADV	недавно_ADV
pirate_NOUN	пират_NOUN
three_NUM	три_NUM
never_ADV	никогда_ADV
manchester_NOUN	манчестер_NOUN
ocean_NOUN	океан_NOUN
player_NOUN	игрок_NOUN
kingdom_NOUN	царство_NOUN
share_VERB	разделять_VERB
brigade_NOUN	бригада_NOUN
decision_NOUN	решение_NOUN
link_NOUN	связь_NOUN
blog_NOUN	блог_NOUN
side_NOUN	сторона_NOUN
poetry_NOUN	стих_NOUN
punishment_NOUN	наказание_NOUN
significant_ADJ	значительный_ADJ
especially_ADV	особенно_ADV
influence_NOUN	влияние_NOUN
possibly_ADV	возможный_ADV
peninsula_NOUN	полуостров_NOUN
diesel_NOUN	дизель_NOUN
promotion_NOUN	повышение_NOUN
cruz_NOUN	круз_NOUN
neighborhood_NOUN	окрестность_NOUN
suicide_NOUN	самоубийство_NOUN
dawn_NOUN	дон_NOUN
version_NOUN	версия_NOUN
house_NOUN	хауз_NOUN
roll_NOUN	роллар_NOUN
maurice_NOUN	мориса_NOUN
joseph_NOUN	иосиф_NOUN
free_ADJ	бесплатный_ADJ
college_NOUN	коллегия_NOUN
phenomenon_NOUN	явление_NOUN
nickname_NOUN	прозвище_NOUN
second_NOUN	секунда_NOUN
customer_NOUN	заказчик_NOUN
assistant_NOUN	ассистент_NOUN
draft_NOUN	драфт_NOUN
wildlife_NOUN	дикий_NOUN
fall_VERB	пасть_VERB
reflect_VERB	отражать_VERB
business_NOUN	бизнес_NOUN
sexual_ADJ	сексуальный_ADJ
run_VERB	бегать_VERB
hunter_NOUN	охотник_NOUN
colonial_ADJ	колониальный_ADJ
uniform_NOUN	униформа_NOUN
consideration_NOUN	рассмотрение_NOUN
note_NOUN	записка_NOUN
race_NOUN	гонка_NOUN
kong_NOUN	конг_NOUN
sabha_NOUN	сабх_NOUN
sometimes_ADV	пора_ADV
camp_NOUN	лагерь_NOUN
leg_NOUN	нога_NOUN
designation_NOUN	назначение_NOUN
preparation_NOUN	подготовка_NOUN
organise_VERB	организовывать_VERB
dollar_NOUN	доллар_NOUN
berlin_NOUN	берлин_NOUN
nelson_NOUN	нельсон_NOUN
unclear_ADJ	непонятный_ADJ
state_NOUN	состояние_NOUN
warning_NOUN	предостережение_NOUN
civilian_ADJ	гражданский_ADJ
totally_ADV	совершенно_ADV
here_ADV	здесь_ADV
seed_VERB	семенной_VERB
criteria_NOUN	критерий_NOUN
arizona_NOUN	аризон_NOUN
writer_NOUN	сценарист_NOUN
reputation_NOUN	репутация_NOUN
cross_VERB	пересечь_VERB
access_NOUN	доступ_NOUN
cause_NOUN	причина_NOUN
register_VERB	зарегистрировать_VERB
editing_NOUN	монтаж_NOUN
stick_NOUN	палка_NOUN
consider_VERB	учитывать_VERB
flora_NOUN	флора_NOUN
option_NOUN	вариант_NOUN
quartet_NOUN	четверка_NOUN
partly_ADV	частично_ADV
call_VERB	называться_VERB
front_NOUN	передний_NOUN
finish_VERB	заканчивать_VERB
ray_NOUN	рь_NOUN
photo_NOUN	фото_NOUN
wall_NOUN	стенка_NOUN
palmer_NOUN	палмирать_NOUN
first_ADV	сначала_ADV
virtually_ADV	практически_ADV
blind_ADJ	слепой_ADJ
child_NOUN	дитя_NOUN
settler_NOUN	поселенец_NOUN
publish_VERB	опубликовывать_VERB
inspiration_NOUN	вдохновение_NOUN
injury_NOUN	травма_NOUN
package_NOUN	упаковка_NOUN
employment_NOUN	трудоустройство_NOUN
board_NOUN	правление_NOUN
soft_ADJ	нежный_ADJ
absence_NOUN	отсутствие_NOUN
that_PRON	это_PRON
formula_NOUN	формула_NOUN
wale_NOUN	уэльс_NOUN
direct_ADJ	прямой_ADJ
measure_VERB	измерить_VERB
museum_NOUN	музей_NOUN
long_ADJ	длинный_ADJ
improve_VERB	улучшиться_VERB
commonwealth_NOUN	содружество_NOUN
genera_NOUN	род_NOUN
camera_NOUN	камера_NOUN
color_NOUN	цвет_NOUN
collin_NOUN	коллинз_NOUN
cool_ADJ	классный_ADJ
pat_NOUN	пэть_NOUN
heaven_NOUN	рай_NOUN
aspect_NOUN	аспект_NOUN
grace_VERB	благодать_VERB
border_NOUN	граница_NOUN
job_NOUN	вакансия_NOUN
download_NOUN	загрузка_NOUN
certificate_NOUN	свидетельство_NOUN
political_ADJ	политический_ADJ
finally_ADV	наконец_ADV
anthony_NOUN	энтоня_NOUN
mean_VERB	означать_VERB
davis_NOUN	дэвис_NOUN
roger_NOUN	роджерс_NOUN
memory_NOUN	память_NOUN
mad_ADJ	безумный_ADJ
discussion_NOUN	обсуждение_NOUN
translate_VERB	переводить_VERB
dream_NOUN	мечта_NOUN
knight_NOUN	конь_NOUN
accident_NOUN	авария_NOUN
step_NOUN	этап_NOUN
tie_NOUN	галстук_NOUN
expand_VERB	развертывать_VERB
relatively_ADV	относительно_ADV
corporate_ADJ	корпоративный_ADJ
similar_ADJ	похожий_ADJ
shell_NOUN	оболочка_NOUN
atlanta_NOUN	атланть_NOUN
panel_NOUN	панель_NOUN
mathematical_ADJ	математический_ADJ
demonstrate_VERB	продемонстрировать_VERB
tube_NOUN	трубка_NOUN
person_NOUN	лицо_NOUN
post_NOUN	размещение_NOUN
confidence_NOUN	доверие_NOUN
crew_NOUN	команда_NOUN
culture_NOUN	культура_NOUN
practical_ADJ	практический_ADJ
constitution_NOUN	конституция_NOUN
enemy_NOUN	враг_NOUN
but_CCONJ	но_CCONJ
publisher_NOUN	издатель_NOUN
mark_VERB	отмечать_VERB
approve_VERB	одобрять_VERB
replacement_NOUN	замена_NOUN
purchase_VERB	приобретать_VERB
sergeant_NOUN	сержант_NOUN
option_NOUN	параметр_NOUN
rank_NOUN	ряд_NOUN
unit_NOUN	подразделение_NOUN
community_NOUN	община_NOUN
shock_NOUN	шок_NOUN
edit_NOUN	редактирование_NOUN
note_NOUN	заметка_NOUN
site_NOUN	сайт_NOUN
volume_NOUN	объем_NOUN
task_NOUN	задача_NOUN
extend_VERB	продлевать_VERB
temperature_NOUN	температура_NOUN
relief_NOUN	облегчение_NOUN
soap_NOUN	мыло_NOUN
distinction_NOUN	разграничение_NOUN
chart_NOUN	диаграмма_NOUN
again_ADV	снова_ADV
delivery_NOUN	поставка_NOUN
median_ADJ	средний_ADJ
tribute_NOUN	дань_NOUN
sussex_NOUN	сассекс_NOUN
identification_NOUN	идентификация_NOUN
moon_NOUN	луна_NOUN
require_VERB	требовать_VERB
profile_NOUN	профиль_NOUN
final_NOUN	финал_NOUN
apartment_NOUN	квартира_NOUN
clan_NOUN	клан_NOUN
challenge_NOUN	проблема_NOUN
le_NOUN	лес_NOUN
battle_NOUN	битва_NOUN
develop_VERB	развиваться_VERB
foot_NOUN	ступня_NOUN
path_NOUN	путь_NOUN
fox_NOUN	лис_NOUN
nothing_PRON	ничто_PRON
phrase_NOUN	фраза_NOUN
korean_ADJ	корейский_ADJ
patrol_NOUN	патрулирование_NOUN
manor_NOUN	поместье_NOUN
upload_VERB	загружать_VERB
notice_NOUN	уведомление_NOUN
location_NOUN	местонахождение_NOUN
cover_VERB	охватывать_VERB
australian_ADJ	австралийский_ADJ
studio_NOUN	студия_NOUN
county_NOUN	округ_NOUN
successful_ADJ	успешный_ADJ
pop_NOUN	поп-группа_NOUN
release_NOUN	освобождение_NOUN
senator_NOUN	сенатор_NOUN
bear_NOUN	медвежонок_NOUN
injure_VERB	потерпевший_VERB
website_NOUN	сайт_NOUN
priest_NOUN	священник_NOUN
cell_NOUN	клетка_NOUN
alabama_NOUN	алабама_NOUN
installation_NOUN	установка_NOUN
miss_VERB	пропускать_VERB
come_VERB	идти_VERB
mile_NOUN	миль_NOUN
screen_NOUN	экран_NOUN
rifle_NOUN	ружье_NOUN
thread_NOUN	нить_NOUN
stack_NOUN	стек_NOUN
suggest_VERB	предложить_VERB
launch_NOUN	пуск_NOUN
elementary_ADJ	начальный_ADJ
pattern_NOUN	схема_NOUN
illegal_ADJ	незаконный_ADJ
box_NOUN	шкатулка_NOUN
dismiss_VERB	отклонять_VERB
suggest_VERB	рекомендовать_VERB
picture_VERB	представлять_VERB
vocalist_NOUN	вокалист_NOUN
youth_NOUN	молодость_NOUN
jose_NOUN	хосе_NOUN
mention_VERB	упомянуть_VERB
fire_NOUN	пожар_NOUN
knight_NOUN	найть_NOUN
office_NOUN	кабинет_NOUN
characteristic_NOUN	характеристика_NOUN
possession_NOUN	владение_NOUN
why_ADV	зачем_ADV
mile_NOUN	майлс_NOUN
supreme_ADJ	верховный_ADJ
publication_NOUN	издание_NOUN
feel_VERB	почувствовать_VERB
ross_NOUN	росс_NOUN
shooting_NOUN	стрельба_NOUN
arabia_NOUN	аравия_NOUN
award_NOUN	награда_NOUN
collective_ADJ	коллективный_ADJ
release_VERB	освобождать_VERB
cape_NOUN	мыс_NOUN
gun_NOUN	ствол_NOUN
painting_NOUN	живопись_NOUN
ordinary_ADJ	обычный_ADJ
difficulty_NOUN	трудность_NOUN
morris_NOUN	морриса_NOUN
look_VERB	выглядеть_VERB
remove_VERB	удалено_VERB
blue_NOUN	блюз_NOUN
recreation_NOUN	отдых_NOUN
disruptive_ADJ	подрывной_ADJ
academic_ADJ	академический_ADJ
beer_NOUN	пиво_NOUN
break_NOUN	перерыв_NOUN
doctor_NOUN	врач_NOUN
singer_NOUN	певица_NOUN
interview_NOUN	собеседование_NOUN
teacher_NOUN	учительница_NOUN
mostly_ADV	преимущественно_ADV
companion_NOUN	товарищ_NOUN
ensure_VERB	обеспечивать_VERB
engine_NOUN	двигатель_NOUN
pick_VERB	выбрать_VERB
lisa_NOUN	лиса_NOUN
crossing_NOUN	пересечение_NOUN
luke_NOUN	люк_NOUN
representation_NOUN	представительство_NOUN
fruit_NOUN	фрукт_NOUN
justice_NOUN	справедливость_NOUN
fisher_NOUN	фишер_NOUN
foot_NOUN	фут_NOUN
poster_NOUN	плакать_NOUN
tran_NOUN	транс_NOUN
april_NOUN	апрель_NOUN
industrial_ADJ	промышленный_ADJ
info_NOUN	информация_NOUN
inclusion_NOUN	включение_NOUN
burn_NOUN	бёрнс_NOUN
attack_NOUN	нападение_NOUN
drug_NOUN	наркотик_NOUN
hamilton_NOUN	гамильтон_NOUN
theology_NOUN	теология_NOUN
attendance_NOUN	посещаемость_NOUN
yourself_PRON	себя_PRON
greg_NOUN	грег_NOUN
enjoy_VERB	пользоваться_VERB
escape_VERB	сбежать_VERB
legal_ADJ	юридический_ADJ
dakota_NOUN	дакот_NOUN
identity_NOUN	личность_NOUN
cat_NOUN	кэть_NOUN
nominate_VERB	назначать_VERB
episode_NOUN	серия_NOUN
galaxy_NOUN	гэлакси_NOUN
british_ADJ	британский_ADJ
food_NOUN	еда_NOUN
diverse_ADJ	различный_ADJ
office_NOUN	канцелярия_NOUN
chinese_ADJ	китайский_ADJ
give_VERB	отдавать_VERB
sample_NOUN	образец_NOUN
soft_ADJ	мягкий_ADJ
child_NOUN	детский_NOUN
intervention_NOUN	вмешательство_NOUN
turner_NOUN	тёрнер_NOUN
missile_NOUN	ракета_NOUN
quartet_NOUN	квартет_NOUN
progress_NOUN	прогресс_NOUN
list_NOUN	перечень_NOUN
publish_VERB	опубликовать_VERB
score_VERB	набирать_VERB
boxing_NOUN	бокс_NOUN
ridge_NOUN	хребет_NOUN
chronicle_NOUN	хроника_NOUN
ancient_ADJ	древний_ADJ
weekend_NOUN	выходной_NOUN
earn_VERB	заслуживать_VERB
